first_name,last_name,company,title,domain,email,phone,industry,country,linkedin_url
,,Saudi Soil Improvers Co. Factory,,ousaimi.com.sa,timber@ousaimi.com.sa,0505820163,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Arabian Company Factory for Water Pipe Industry,,acwapipe.com,mmd@acwapipe.com,0500888805,صنع المشروبات,Dammam,
,,National Fibre Glass Factory,,yahoo.com,tamerkhatab@yahoo.com,0545200133,صنع منتجات المطاط والبلاستك,Dammam,
,,Modern Chemicals Factory,,h.com,hdjh@h.com,0535552636,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Biochemical Factory,,nabaa-tech.com,mahmoud@nabaa-tech.com,0563133403,صنع فحم الكوك والمنتجات النفطية المكررة,Dammam,
,,Chemicals & Metals Factory,,mineralschemical.com.sa,mcf@mineralschemical.com.sa,0505322229,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Alwan Lotus Paints Factory Ltd,,yahoo.com,alwanallouts@yahoo.com,0506215710,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Barouk Al-Khaleej Factory for processing paper and plastic wastes,,alfa-arab.com,info@alfa-arab.com,0505818348,صنع منتجات المطاط والبلاستك,Dammam,
,,Oil and Gas Polymers Factory,,polymers.com.sa,polymers@polymers.com.sa,0505322229,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Valves and Petroleum Equipment Technology Factory,,khushein.com,m_oqaily@khushein.com,0548779777,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Delmon Chemical Industries Factory,,delmon.com,nabil@delmon.com,0552283203,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saeed Maeidh Awad Moriea Factory for Chemical Products,,taj-int.com.sa,saeed@taj-int.com.sa,0555589195,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Drilling Fluids  Factory,,drillingfluid.com.sa,drillchem@drillingfluid.com.sa,0505322229,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Arkaz Alsharq Building Materials Co. Factory,,arkaz.com,info@arkaz.com,0554695043,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,United Mining Co. Factory for Industrial Metals,,gmail.com,altheban@gmail.com,0560000180,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Fodder Mixtures Co. Ltd. Factory,,saudimix.com,alialbusaleh@saudimix.com,0505939385,صناعة المنتجات الغذائية,Dammam,
,,Hasan Washnan Al-Zahrani Co. Factory  for the Production of Polystyrene Containers,,shazco.com,shannan@shazco.com,0555887722,صنع منتجات المطاط والبلاستك,Dammam,
,,Delmon Co. Factory for Industrial and Mechanical Insulators,,delmon.com.sa,naadi@delmon.com.sa,0505970969,الصناعات التحويلية الأخرى,Dammam,
,,"Sika Watan Saudi Arabia Co., Ltd. Factory",,ceca.sa,fahd.alqahtani@ceca.sa,0539456780,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Champion Arab Company Factory,,champ-tech.com,saeed.banaker@champ-tech.com,0500038606,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Factory of Saleh and Abdul Aziz Abou Hussein Co. for Chemicals Industry,,abahsain.net,abnew@abahsain.net,0506082984,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Al-Dawaa Medical Services Co. Ltd.,,pgisystem.com,amg@pgisystem.com,0541033873,,Dammam,
,,Saleh and Abdul Aziz Abou Hussein Factory for Oils Mixing,,abahsain.net,abnew@abahsain.net,0540430777,صنع فحم الكوك والمنتجات النفطية المكررة,Dammam,
,,Fafa Factory for Packaging Industries,,salmangroup.com,hussain.alnasser@salmangroup.com,0503822962,صنع منتجات المطاط والبلاستك,Dammam,
,,Canary Factory for Chemical Detergent and Disinfectants,,yahoo.com,omar.200900@yahoo.com,0594039810,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Koob Al-Negma Factory for Sugar Packing and Packaging,,hotmail.com,almanastar@hotmail.com,0505815781,صنع منتجات المطاط والبلاستك,Dammam,
,,Manar Paints Factory,,yahoo.com,abujamal_51@yahoo.com,0505829680,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Heba Factory Limited for the manufacturer of fire extinguishers,,heba-fire.com,khalid.saheli@heba-fire.com,0505817970,صنع المعدات الكهربائية,Dammam,
,,Hit Factory for the Production of Lubricating Greases,,eheet.com,nezar@eheet.com,0505820182,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Oasis Ameron Co. Ltd.,,oasisameronpaints.com,akram@oasisameronpaints.com,0544955404,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Chemicals and Pesticides Co.,,yahoo.com,salah_vip05@yahoo.com,0505415831,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Ink Products Co. Ltd. Factory,,inksaudi.com,alshuwaier@inksaudi.com,0505226377,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al Otair Jewellery Factory,,hotmail.com,otsad112233@hotmail.com,0503211842,الصناعات التحويلية الأخرى,Riyadh,
,,Al-Odan Metal Plating Factory,,hotmail.com,odanelectroplanting@hotmail.com,0505100648,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Abanme Industrial Establishment,,abanumay.com,fahad@abanumay.com,0505221141,صنع منتجات المطاط والبلاستك,Riyadh,
,,Saudi Company for Manufacturing Gasoline and Diesel Technology Equipment Ltd.,,sfdpc.com,sfdpc@sfdpc.com,0503125159,صنع المعدات الكهربائية,Riyadh,
,,Saudi Bitumen Industries Co. Ltd. (SABIT),,saudibitumen.com,bitumen@saudibitumen.com,0505243470,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Arabian Oud Co. Factory,,arbianoud.com.sa,hrustom@arbianoud.com.sa,0504986101,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Arabian Company for Chemical Products (APCO),,hotmail.com,abdul5_apco@hotmail.com,0503162097,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,United Industrial Investments Co. Ltd. (UNIVEST),,adpc-ltd.com,info@adpc-ltd.com,0501773330,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,National Chemical Fertilizers Company,,nafkal.com,info@nafkal.com,0501311131,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,National Batteries Manufacturing Company,,battariat.com,sami@battariat.com,0500121253,صنع المعدات الكهربائية,Riyadh,
,,Saudi Drip Irrigation Systems Factory,,saudidrip.com,ndali@saudidrip.com,0504267917,صنع منتجات المطاط والبلاستك,Riyadh,
,,Saudi Treatment Chemicals Factory,,sorour.org,t@sorour.org,0568530257,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Chemical Products Factory,,yahoo.com,sayed_abdelmageed@yahoo.com,0550560125,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Paints Co.,,paintco.net,paintco@paintco.net,0505473464,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,"Paints, Solvents, Industrial Pastes Co.",,bbcpaints.com.sa,amar@bbcpaints.com.sa,0558783949,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al-Roya Fertilizers Co. Ltd.,,gmail.com,alruya.fertilizers@gmail.com,0505124827,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Silica Company,,saudicarbonate.com,info@saudicarbonate.com,0553470782,صنع منتجات المعادن اللافلزية الأخرى,Riyadh,
,,Al-Tayf Saudi Paints Co.,,hotmail.com,m.a.b644@hotmail.com,0504420726,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Carbonate Co.,,saudicarbonate.com,info@saudicarbonate.com,0505442068,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al Khafra Industrial Gases Factories,,airliquide.com,saad.aldaej@airliquide.com,0544122132,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Natural Gas Distribution Company,,ngdc.com.sa,kalrubayan@ngdc.com.sa,0503413062,صنع المنتجات الصيدلانية,Riyadh,
,,Metito Chemical Industries Company,,veolia.com,yousef.alhow@veolia.com,0500508775,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,"Clarinettes Saudi Arabia Colorings Co., Ltd.",,clariant.com,khalaf.alshamrani@clariant.com,0555655507,صنع منتجات المعادن اللافلزية الأخرى,Riyadh,
,,Al-Hadara Chemicals Factory Co.,,yahoo.com,alhadarahco@yahoo.com,0505215641,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al-Rubaian Factory Co. for Hand Carts and Janitorial Tasks,,rem-ksa.com,osama@rem-ksa.com,0504132987,صنع منتجات المطاط والبلاستك,Riyadh,
,,Raghdan Paints Factory Company,,raghadan.com.sa,factory@raghadan.com.sa,0555916200,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Computer Paper Production Co. Ltd.,,hotmail.com,yasharkm@hotmail.com,0555623444,صنع منتجات المعادن اللافلزية الأخرى,Riyadh,
,,Riyadh Oxygen Plant,,hotmail.com,mousa_399@hotmail.com,0505429662,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al Huwail Factory for Tire Retreading,,alhowail.com,riyadh@alhowail.com,0505415384,صنع منتجات المطاط والبلاستك,Riyadh,
,,Al Khuraiji Factory for Perfumes & Cosmetics,,alkhuraiji.com,gm@alkhuraiji.com,0505467300,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Gulf Co. Factory for the Production of Polyester Powder,,hotmail.com,nasr_fodah@hotmail.com,0504279784,صنع منتجات المطاط والبلاستك,Riyadh,
,,Saudi Delta Co. Factory for Chemical Industries,,sdelte.com.sa,delta@sdelte.com.sa,0504450932,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,مصنع الرائز للكبريتات شركة الكيماويات والتسويق الوطنية,,sandiacids.com,rsf@sandiacids.com,0504426841,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al-Rowad Chemicals Factory Co.,,rowadchem.com,admin@rowadchem.com,0505405428,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Riyadh Paints Factory,,hotmail.com,riyadh.paints@hotmail.com,0505282449,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Chemical Company Factory for colored formations,,hotmail.com,aaabawazeer@hotmail.com,0598006260,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Al Matroudi Paints Factory,,hotmail.com,al-matroudigroup@hotmail.com,0553222284,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Bawabat Al-Atour Factory,,hotmail.com,ha33ha3@hotmail.com,0566524485,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Gases Technology Factory,,yahoo.com,mekahtani@yahoo.com,0505253036,الصناعات التحويلية الأخرى,Riyadh,
,,Hotel Supplies Factory for Detergents and Cosmetics,,zajil.net,hcs@zajil.net,0555422263,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Jaco Industrial Gases Factory,,jakogas.com,info@jakogas.com,0555401411,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,"Hana Company for Foods, a branch of  Manufacturing Technologies Co.",,hotmail.com,najdpai@hotmail.com,0503030133,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Safco Detergents and Disinfectants Factory,,yahoo.com,safcows@yahoo.com,0555208763,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Mohammed Abu Bakr Al-Amoudi Factory for Exhaust Manufacturing,,hotmail.com,amoudi_2@hotmail.com,0503430352,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Riyadh,
,,Medad Toner Factory,,medadtoner.com.sa,info@medadtoner.com.sa,0508356676,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Yazid Mohamed Alkaeed Factory for Detergents,,hotmail.com,yz_m@hotmail.com,0554454666,صنع المواد الكيميائية والمنتجات الكيميائية,Riyadh,
,,Saudi Perlite Industries Foundation,,saudi-perlite.com.sa,hq@saudi-perlite.com.sa,0505447610,صنع منتجات المعادن اللافلزية الأخرى,Riyadh,
,,Qassim Oxygen Plan,,hotmail.com,gof.co@hotmail.com,0504891799,صنع المواد الكيميائية والمنتجات الكيميائية,Qassim,
,,Seekap Factory for Water Filters,,hotmail.com,srab191@hotmail.com,0506130061,صنع منتجات المطاط والبلاستك,Qassim,
,,Lamaait Al-Alwan Paints Factory,,ftinco.com,bright2017@ftinco.com,0553570174,صنع المواد الكيميائية والمنتجات الكيميائية,Qassim,
,,Magnesia Metals Co. Ltd.,,maaden.com.sa,jabhanw@maaden.com.sa,0504873225,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Ismail Factory for Pipe Systems Technology,,yahoo.com,ialhendi@yahoo.com,0569868469,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Khalid Abdulla Al-Sabbagh Factory for Paints and Pastes,,hotmail.com,alsabbagh_factory@hotmail.com,0505307528,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Samadi Factory for Agricultural Fertilizers,,yahoo.com,semady_co@yahoo.com,0556699933,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Saleh Abdulrahman Al-Muhaisin Glue factory,,masknee.com,abdulrhman@masknee.com,0555561122,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Saleh Ali Al-Qahtani Paints Factory,,lemeted-p.com,info@lemeted-p.com,0555668695,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Abdullah Abdul Aziz Al-Dakhil Factory for Industrial Gases,,digas.com.sa,obaid@digas.com.sa,0553150050,الصناعات التحويلية الأخرى,Medina,
,,Mohaya Hassan Al-Harbi Factory for Paints,,hotmail.com,w.m.al-harbi@hotmail.com,0565146512,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Wael Hassan Farsy Factory for Filling Gases,,hotmail.com,alfarsi.group@hotmail.com,0560300036,صنع المواد الكيميائية والمنتجات الكيميائية,Medina,
,,Al-Bazie Industrial Gases Factory,,hotmail.com,albazei@hotmail.com,0504242883,صنع المواد الكيميائية والمنتجات الكيميائية,Tabuk,
,,Al-Daara Al-Arabia for Industry,,yahoo.com,arabcircl@yahoo.com,0554278960,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Modern Construction Chemicals Co.,,hotmail.com,omar00015@hotmail.com,0500007292,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Fast International Petrochemicals Co. Ltd. Factory (DADCO),,dadcoltd.com,yasir@dadcoltd.com,0505663708,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saudi Electric Industries Company (SEICO),,scipaints.com,fawaz.ah@scipaints.com,0553008899,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,United Industrial Company for Paints,,uicpaint.com,secretary@uicpaint.com,0554532832,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,International Paints Manufacturing Co. Ltd.,,hotmail.com,sipespaivlts@hotmail.com,0500600850,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Arabian Perfumes Co. Ltd.,,patic.com.sa,mtaheni@patic.com.sa,0506668678,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,United Ink Production Company Limited (UIPC),,unitedinksa.com,info@unitedinksa.com,0551461742,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,National Industrial Resins Co.,,nesma.net.sa,nir@nesma.net.sa,0500000369,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saudi Factory For Specialized Chemicals,,sscichem.com,info@sscichem.com,0566022363,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Teknia Al-Robaia Co. Ltd. For Lead Recycling,,rasass.com.sa,kareem@rasass.com.sa,0552326262,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Excellent Paints Co.,,premierpaints.com,banawer@premierpaints.com,0503620021,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,United Saadi Gronnfeldr Company,,cgs.com.sa,albert.blaya@cgs.com.sa,0554366908,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saudi Industrial Gas Co. Ltd. (SIGAS),,linde.com,ashraf.mohmoud@linde.com,0530303057,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,National Factory Co. for Cleaning Tools,,yahoo.com,helal_jeddah@yahoo.com,0561115557,صنع منتجات المطاط والبلاستك,Jeddah,
,,Johnson Saudi  Arabia Co. Ltd.,,scj.com,kalgirbi@scj.com,0555313533,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Abdullah Hashim Company for Equipment and Gases,,wr.ahg.com.sa,ama@wr.ahg.com.sa,0535366604,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Abdullah Mohamed Ba Jubair  & Sons  Co. for Gases,,jizangases.com,omar_amb@jizangases.com,0555699759,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saudi Vetonit Co. Ltd. - Saveto,,saudivetonit.com,ellabadi@saudivetonit.com,0558686808,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Abu Dawood Group & Partners  Co. For Industry - Clorox Jeddah Factory,,abudawoodksa.com,atef.ismail@abudawoodksa.com,0505608741,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,"Musk International Industries Co., Ltd.",,gmail.com,khojali2010@gmail.com,0555672456,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Al-Taj Soap Factory,,hotmail.com,aaaassaf@hotmail.com,0555642469,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Insulating Materials Factory Co.,,insulationfactoryltd.com,info@insulationfactoryltd.com,0555683562,صنع منتجات المطاط والبلاستك,Jeddah,
,,Crystal Arabia Factory Co. for Modern Industries,,crystalarabia.com,info@crystalarabia.com,0505775711,صنع منتجات المطاط والبلاستك,Jeddah,
,,"Al-Nahadi Factory for Spare Parts, Casts and Filters",,muniffactory.com,info@muniffactory.com,0505689277,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Al Sharq Paints Factories,,hotmail.com,un-factories@hotmail.com,0555612563,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Ahmed Sadiq Naguib Mustafa Factory for Detergents,,yahoo.com,ahmadnajeeb2010@yahoo.com,0505605660,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Ahmed Omar Buqshan Paints Factory,,bugshanpaints.com,bpi@bugshanpaints.com,0505651500,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Salem Factory for Light Industries,,gedac.com,musaed@gedac.com,0503772794,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Al-Rehab Modern Factory for Perfumes,,alrehab.com,abuali@alrehab.com,0505728433,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,National Al-Sharq Modern Factory,,ibnmadi.com,binmadi@ibnmadi.com,0504622238,صنع منتجات المطاط والبلاستك,Jeddah,
,,Al-Maruaa Paints and Adhesives Factory,,gmail.com,adel.ali.911@gmail.com,0555359311,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Jeddah Chemical Industries Factory,,alalameya.com,ahmeds@alalameya.com,0505657757,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Jamjoum,,hotmail.com,jeddah_nebras@hotmail.com,0555628849,صنع المنتجات الصيدلانية,Jeddah,
,,Reda Chemical Industries Factory,,rezagroup.com,ssa@rezagroup.com,0551808589,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saeed Salem Bawazir Factory for Toothpaste,,sbtcgroup.com,abdulgaderbwz@sbtcgroup.com,0505580950,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Salama Chemicals Factory (Barco),,balubaid.com.sa,maher.assad@balubaid.com.sa,0508254926,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Mahaleel Al-Momaiaza Co. Factory for  Chemical Industries,,usci.com.sa,m.khafagy@usci.com.sa,056847745,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Construction Materials Chemicals Factory,,cmci-sa.com,ali@cmci-sa.com,0505889479,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Mushir Alem Factory for Perfumes,,mushiralam.com,info@mushiralam.com,0504384817,الصناعات التحويلية الأخرى,Jeddah,
,,Al-Bozlan Products Factory,,hotmail.com,malkiburkani@hotmail.com,0505595433,صنع منتجات المعادن اللافلزية الأخرى,Jeddah,
,,International Chemical Complex for Light Industries,,safraco.com,yghaleb@safraco.com,0565500886,الصناعات التحويلية الأخرى,Jeddah,
,,Adel Saeed Al-Isa'ee Company,,eysaioil.com,hishamali@eysaioil.com,0535706162,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,"Arabian Ladina For Industries Co., Ltd",,ladinaco.com,anas@ladinaco.com,0505703812,الصناعات التحويلية الأخرى,Jeddah,
,,Al Manar Chemical Liquid Factory,,hotmail.com,fazooz@hotmail.com,0503340593,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Talasok Factory for Canning Glue,,gmail.com,nabil8616@gmail.com,0505905998,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Saif Al-Hadith Factory,,yahoo.com,roba19852009@yahoo.com,0562289895,الصناعات التحويلية الأخرى,Jeddah,
,,Al Soumly Ropes Factory,,hotmail.com,malsoumly@hotmail.com,0555606618,صنع المنسوجات,Jeddah,
,,Alpha Inks & Printing Materials Factory,,sps.net.sa,alphainks@sps.net.sa,0505606584,الطباعة,Jeddah,
,,Al-Madinah Al-Nazefa Factory for Detergents and Disinfectants,,gmail.com,cleancityfactory@gmail.com,0505605098,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Khaled Abdallah Olwan Factory for Chemical Products,,hotmail.com,alwan_a58@hotmail.com,0550006472,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Rosa International Factory for Perfumes and Oud,,outlook.com,rozeperfume@outlook.com,0596272686,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Zeina International Paints Factory,,yahoo.com,zzsma2000@yahoo.com,0544454954,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Shorouq Paints Co. Ltd. Factory,,yahoo.com,shorooqpin987@yahoo.com,0500001070,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Fursan Advanced Industrial Resins Co. Factory,,hotmail.com,abdelhadi_khair@hotmail.com,0506615197,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Abdel Hadi Hassan Tahir & Partners Co. Factory for Concrete Treatment Chemicals,,cictg.com,salboraim@cictg.com,00966599998495,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Abdullah Mohamed Ba Jubair & Sons Co. Factory for Industrial Gases,,jizangases.com,omar_amb@jizangases.com,0555699759,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Muhanna Company for Irrigation & Agriculture Systems,,muhannaco.com,info@muhannaco.com,0505706972,صنع منتجات المطاط والبلاستك,Jeddah,
,,Abdullah Mohamed Al-Saadi Factory for Chemical Industries,,hotmail.com,yoki200@hotmail.com,0555548989,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Abdel Rahman Al-Haddar Chemical Industry Factory,,alhadargroup.com,alhadar@alhadargroup.com,0507676192,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Marafea Al-Hijaz Factory for Plastic Household Products,,hotmail.com,ahg1379@hotmail.com,0505659052,صنع منتجات المطاط والبلاستك,Jeddah,
,,Waleed Ali El-Merbaee Factory for Liquid Detergents and Shampoos,,hotmail.com,wasm1177@hotmail.com,0555355729,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Tadamon International Co. Ltd. for Perfumes,,yahoo.com,talsebay@yahoo.com,0555522226,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Faye Advanced Company for Dismantling Assembled Materials,,alfaye.com,am.abdulkareem@alfaye.com,0505621966,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Branch of Hempel Paints Saudi Arabia Company,,hempel.com,haib@hempel.com,0550749762,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Branch of Matheel Al-Nogoum Industrial Group,,gmail.com,ceo.mngsa@gmail.com,0505649909,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Ibrahim Hassan Al-Ajmi Factory for the Production of Fillings,,hotmail.com,brhoom1399@hotmail.com,0502568393,صناعة المنتجات الغذائية,Jeddah,
,,Al-Najma Al-Motakhasisa Adhesives Factory,,asic.com.sa,sahl@asic.com.sa,0556927777,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saad bin Ali Al-Khammash Factory for Construction Chemicals,,gmail.com,saad.alkhammash@gmail.com,0505604245,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,El Markabat United Plastic Products Co.Factory,,almazro.com,almazro@almazro.com,0505414707,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Mohamed Abdulrahman Al-Kaf Factory for Detergent and Automotive Liquids,,gmail.com,m.a.alkaf@gmail.com,0505640825,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Munther Bezrah Factory for the Solvents Production,,gmail.com,zouher9@gmail.com,0541271732,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Ahmed Nabil Kayali factory for the Manufacture of Detergents,,yahoo.com,ahmad_0909@yahoo.com,0503661236,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Shamal Oxygen Plant for Medical and Industrial Gases,,hotmail.com,jouf_co@hotmail.com,0598929371,صنع المنتجات الصيدلانية,Hail,
,,Jawaher Al-Amlaq Factory,,hotmail.com,ksa-v11@hotmail.com,0505166851,الصناعات التحويلية الأخرى,Hail,
,,Hammad Methqal Anzi Factory for the production of Gases,,hotmail.com,m-aenhail@hotmail.com,0555168286,صنع المواد الكيميائية والمنتجات الكيميائية,Hail,
,,North Delta Factory for Paints and Pastes,,hotmail.com,basssel00043@hotmail.com,0505157379,صنع المواد الكيميائية والمنتجات الكيميائية,Hail,
,,Nile Organic Fertilizer Factory,,gmail.com,nayelfertilizerss@gmail.com,0505156957,صنع المواد الكيميائية والمنتجات الكيميائية,Hail,
,,Sulaiman Abdul Rahman Al-Ajlan Factory for Stone and Artificial Marble,,windowslive.com,noorsar@windowslive.com,0505158508,الصناعات التحويلية الأخرى,Hail,
,,Yasser Ghazi Al-Shammari Factory for Tires Recycling,,hotmail.com,minthail@hotmail.com,0555151261,صنع منتجات المطاط والبلاستك,Hail,
,,Al-Jazeera Paints Factory Co.,,al-jazeerapaints.com,sgadran@al-jazeerapaints.com,0503077823,صنع المواد الكيميائية والمنتجات الكيميائية,سدير,
,,Atyaf Al-Sharq Factory for Paints and Pastes,,gmail.com,sultan.mhmd390@gmail.com,0504441840,صنع المواد الكيميائية والمنتجات الكيميائية,سدير,
,,Al Sarawat Paints Factory - Branch of the Abdul Rahman Salman Abdul Rahman Al Halafat Investment Co.,,hotmail.com,h_h_m_a@hotmail.com,0505486655,صنع المواد الكيميائية والمنتجات الكيميائية,سدير,
